Trip.Miles	Fare	Date	Trip.Min	Trip.ID	Hour	Time
0.4	4.25	01/06(Fri.)	3.0	12100649dc58bab32172df6cbbea73464946ad55	18	Evening
0.7	31.5	01/05(Thu.)	15.0	36b2de74d9647e74cb997d4d2d599b8ca30f3265	22	Evening
0.0	6.25	01/07(Sat.)	4.0	666863ada33b0df388c6ee8ae734eb73e2acb5f0	5	Night
17.5	42.25	01/04(Wed.)	19.0	29e5c96d6a0539fccc44b367856c7315d8de5abf	23	Evening
0.9	7.25	01/06(Fri.)	11.0	ca8932e057948c0acc8c8abd71c97cfdf1ca4ff2	17	Afternoon
17.2	58.5	01/03(Tue.)	20.0	55cfcfd85cabab0a3556c5ca867785c0b9402500	14	Afternoon
9.0	24.5	01/05(Thu.)	23.0	9c5442d605a7a78d66bbbc1d2a213c30ff2991d7	7	Morning
0.0	7.5	01/04(Wed.)	9.0	c25b7da432a0cb8d31c802c4b0006234faa30602	13	Afternoon
0.0	9.25	01/06(Fri.)	14.0	261d4f9996790cad8f7b0e638d3597b14aa307c8	9	Morning
0.9	5.75	01/07(Sat.)	5.0	17490a698cdd4f53fe5b4befb0ec23a60191e08a	15	Afternoon
0.9	6.25	01/07(Sat.)	9.0	cd79113bb2a35e55d1502f52a643c0c5f1f1c96a	20	Evening
1.7	8.75	01/06(Fri.)	12.0	7194666c3c13d4d232dfee8eb96060fc94e1dfeb	10	Morning
8.8	24.0	01/05(Thu.)	19.0	7e53404e15f268c1dbb5e39a273f50092aa99a75	7	Morning
0.3	4.5	01/06(Fri.)	4.0	a36bc93d6e8f38562f22e3cf37a08b5be79ee7b6	13	Afternoon
1.4	8.5	01/05(Thu.)	13.0	01a321f2cfabc63ceb0b679d1d365c7ce502c1a2	9	Morning
1.06	6.25	01/01(Sun.)	5.4	6b423e0802edae45b98f0619227d61ab396ad9c0	2	Night
0.7	5.75	01/03(Tue.)	7.0	270b7270434d862cbead37b588426017f747d5b3	13	Afternoon
1.9	8.0	01/01(Sun.)	8.0	04689370a5f5271449ce5aee04410eeb1dcf31f2	4	Night
1.4	7.75	01/03(Tue.)	9.0	4ec56bd7bf7b1ca433ffc80e0b1a7b4e0166e5fb	8	Morning
4.0	15.75	01/03(Tue.)	24.0	60123d158fa3ce803d7e73a2692dfe12dff800e5	16	Afternoon
0.0	7.25	01/04(Wed.)	9.0	5e59889cd443ac6a583d2e00f1ae0e9307c39fd8	11	Morning
0.0	3.5	01/06(Fri.)	0.0	24cbb3896f93725b1ee7b62360bc4e6c152c0379	14	Afternoon
1.3	7.75	01/05(Thu.)	11.0	e8932a0fa871c63b9cb388f0e063f871da57b027	12	Afternoon
0.0	3.25	01/02(Mon.)	1.0	fc8ea94e2cc0c95fd2f8560c2187bc1fd821c85f	1	Night
0.9	6.25	01/07(Sat.)	6.0	47bbf9df8e458eacabdf378f6ca517c79ee4b9d3	18	Evening
1.0	6.0	01/01(Sun.)	6.0	5df2dcfe814ad5200816e8dbe1d949ea78a3e75a	16	Afternoon
8.5	23.75	01/06(Fri.)	19.0	0cd2b3624b129e21cdf90db34fd92023c3bd1117	15	Afternoon
1.1	6.0	01/05(Thu.)	5.0	6d24c354f70761bb6ac359ff17cf5e8f5ca01ad4	7	Morning
2.5	10.75	01/01(Sun.)	14.0	510591e15369c4b91dcd60ab27ad2be10fff7f88	2	Night
2.2	9.0	01/07(Sat.)	10.0	833d45ec5511626fc1c347730ccc0e516fe01637	19	Evening
1.7	8.0	01/04(Wed.)	9.0	57cc1533c416bbc4ac8bf2c109eec35bcdf01b8a	12	Afternoon
23.9	46.75	01/02(Mon.)	24.0	aa0d09c28e031a52325498f5848315066489caba	20	Evening
1.1	6.5	01/05(Thu.)	7.0	f184cb0511cc7d3ef2a600f6629ad5715d0a68b3	8	Morning
0.0	3.25	01/01(Sun.)	0.0	6c7ae34b0a5dc99aebc60d07b01091853962979f	1	Night
0.5	5.25	01/05(Thu.)	5.0	0d2bd0e56b297f29d3ce247bea9cf77cf67151c2	13	Afternoon
0.6	4.5	01/05(Thu.)	2.0	fd0ef651c2cc0241f9b8fcd795bff76dca89c953	12	Afternoon
7.7	22.75	01/01(Sun.)	22.0	f2a6b4cbca9e0b1fa408b57b401a0a8be397cd2a	12	Afternoon
18.6	46.0	01/04(Wed.)	28.0	c1dc769f1d2292c6da1015cdf4020d75b131c8e2	14	Afternoon
0.53	4.5	01/05(Thu.)	2.38333333333	58bc0da2d22680a060e71c56a90b1ff1f691a9ff	8	Morning
0.3	15.25	01/04(Wed.)	12.0	1430e83542883bc3083902cf81ebb56474594cbf	10	Morning
0.88	5.75	01/03(Tue.)	5.6	98eb715b260f7999d6a3e74b2484eb8447f9f34c	8	Morning
0.9	6.25	01/04(Wed.)	6.0	3af9882fca0ba47c71d74ad8e26396dcdcd5eaa1	12	Afternoon
0.7	5.0	01/07(Sat.)	4.0	264aa6a784ddabb632267f8881baf856161d7a0f	18	Evening
1.2	6.25	01/01(Sun.)	6.0	bd6d3fef446405341ec824b27150167bf42091e5	7	Morning
0.5	4.5	01/07(Sat.)	2.0	818cf1133b96e83b61384f5a311aa5aa05e843fa	20	Evening
1.1	6.5	01/07(Sat.)	7.0	6971a4bd360e1186a79af3ea9a678426735549bc	16	Afternoon
1.0	7.5	01/06(Fri.)	10.0	93eae00d5df1a1ea19da9b3d905f3b439dde7c01	9	Morning
0.2	13.25	01/01(Sun.)	19.0	a67a3469cc7258f622d29b796d0c8f9e7224bda9	3	Night
1.9	9.25	01/07(Sat.)	10.0	23caa97e5562d8ca3ab199c0546e30ab27b731e1	0	Night
0.2	10.25	01/06(Fri.)	4.0	dde79a898b7801df98fde5a9f562da0ae35a8a7c	15	Afternoon
0.5	4.75	01/05(Thu.)	3.0	73393f56eed97d124c64d6a7976b0090eae4ee00	18	Evening
0.0	3.25	01/03(Tue.)	0.0	d8808e44526e49418fc93687c8e291df2309d5ac	8	Morning
0.0	5.5	01/06(Fri.)	5.0	525a8d66ed0e58b8d7dfb87f6d55b9dc6819674a	12	Afternoon
0.8	5.25	01/03(Tue.)	4.0	070fe37403694464039f0708a014ecc0ac02c0f8	20	Evening
0.3	4.5	01/01(Sun.)	3.0	0d5596811060d302df926f80e450526efb8138d7	16	Afternoon
0.0	3.25	01/04(Wed.)	0.0	c0016cc8d6010ea2e0981a673718e274a1fa8819	13	Afternoon
4.2	16.0	01/06(Fri.)	22.0	7c0e3695d204ebc8f4dd1017c130dd5d22af10b5	20	Evening
0.8	5.75	01/06(Fri.)	6.0	10d2c8b65afa3366ea57be54a32ef2607043ae57	21	Evening
1.5	8.25	01/03(Tue.)	11.0	0151ac317fc6f32a0bc502f3ab9cf9e0aba63312	9	Morning
2.4	13.5	01/06(Fri.)	25.0	158b580da6ad9b1d572c6659b164a2d8e20a6408	17	Afternoon
4.35	14.25	01/06(Fri.)	14.5666666667	f387331facdaf478df93198df2cb0f66543f71d3	15	Afternoon
2.2	9.75	01/06(Fri.)	12.0	362c4447490bc7f811fd43d9c31215cc71428bae	23	Evening
1.0	7.5	01/06(Fri.)	11.0	9d3f7ebfa5dd8f9399181ff47d7be275a5cf565a	19	Evening
0.9	6.0	01/01(Sun.)	6.0	4944f1946a878f3e70d2f0057a4effdfe2abe331	19	Evening
13.7	34.75	01/03(Tue.)	25.0	f45e745a2c9a804740abf3ccd494de4b2b5f4a19	20	Evening
1.7	8.5	01/05(Thu.)	10.0	8989829f72b4dee55cb2cecebe666aff716778f5	21	Evening
0.0	45.0	01/02(Mon.)	0.0	cb70554e1ea2f73b313a294050c0435624be3b9d	17	Afternoon
0.0	4.25	01/03(Tue.)	3.0	699b0736c9f88cd2ac3df172319f3f9dc5f13a4e	12	Afternoon
1.6	9.25	01/06(Fri.)	15.0	b24c532987ca48664019fd0e69c31ac46c6a9a00	19	Evening
2.7	13.0	01/04(Wed.)	22.0	9a3ea0c4b10c2e673ac136423154ee32abb4828a	18	Evening
0.0	3.25	01/02(Mon.)	0.0	17fe22c7b8d68a86071d12e175a311fb46adc86e	23	Evening
0.0	7.25	01/07(Sat.)	9.0	60c5fba91fa9cbfac22bd0a208e87aad02e74c66	15	Afternoon
0.62	4.75	01/05(Thu.)	3.56666666667	849a544542330fa85da79a92af97f37e1bbf4102	11	Morning
1.2	8.0	01/04(Wed.)	11.0	a18b8e39594506ac795f88947e59fcebe92a9ffd	18	Evening
8.5	26.0	01/03(Tue.)	32.0	faa92ebed9d555a6098e2b808b3d71584a1012c9	16	Afternoon
3.3	14.5	01/06(Fri.)	24.0	71e746738132d5695c28e3b9d3483bd88f2e62b2	8	Morning
1.07	7.0	01/06(Fri.)	8.16666666667	d40bbc3eeacffa8210c881d0a9c04e5ca2fd5794	8	Morning
1.3	7.75	01/06(Fri.)	11.0	70f88da5d0913c4006febe0f78ec19dd399d366c	22	Evening
17.1	44.75	01/05(Thu.)	33.0	85ee3c359daa0078b414bc26428a718b1f4f81ac	19	Evening
0.0	6.5	01/01(Sun.)	7.0	b2ec0042871a0f4b6a11de85e23427a865261392	14	Afternoon
1.0	6.25	01/01(Sun.)	5.0	eaef7f587340dcba19a7ead70e25759900e6f09b	19	Evening
0.5	4.25	01/07(Sat.)	2.0	0ffed05258b78cf0da9261b9474ece74e8b27764	9	Morning
2.4	9.0	01/05(Thu.)	7.0	21ea15c7abc19e48ef8545312fa057481df85a5d	20	Evening
0.0	5.75	01/02(Mon.)	5.0	8ca4c257dd259c64f5a53fb7db8de6f35a41dca2	19	Evening
1.6	10.5	01/05(Thu.)	17.0	7c15873ca9bcd9107bbe37947cf9d73be4e93a43	18	Evening
1.1	7.0	01/02(Mon.)	7.0	ec4b3b7736b70a50425527e0758412e6d2810aca	13	Afternoon
3.7	12.25	01/07(Sat.)	10.7	fdcf64d9e4a4b24e3288acdabdf82a7d47003f7e	2	Night
1.7	8.75	01/06(Fri.)	12.0	0aeec30c5398320ef59ba96846562c544f9604e9	15	Afternoon
0.7	5.0	01/05(Thu.)	4.0	4c3fc0d6be9f6d9a893c8f0810915b9e187a47ce	14	Afternoon
6.0	19.75	01/01(Sun.)	27.0	bc924a021f747c02abcecbb15ce602734c23a2e1	0	Night
0.0	10.0	01/05(Thu.)	1.0	4e13176ddb90f8aafc07ec239aed5fb621b8a61b	20	Evening
1.6	7.75	01/06(Fri.)	7.0	57f5dcdd9d320f46aac01a9079351a4947791dba	22	Evening
0.5	23.75	01/01(Sun.)	20.0	eae23f37a66825827533707b51c631d4aa0079a3	1	Night
3.3	12.0	01/01(Sun.)	15.0	f63fe0225c4fab0205255005d93b55e4fdc7b3d0	0	Night
0.0	3.25	01/04(Wed.)	0.516666666667	429a4969dd5109c1590a7a285abd9171f69b38cf	21	Evening
1.6	7.75	01/03(Tue.)	8.0	b5d07a0c6e84cdc056cd1fec59f51b4b8ab26f98	13	Afternoon
1.0	6.75	01/06(Fri.)	7.0	da3c123ef28efcdcafa5bda944a97e00457facb9	11	Morning
0.4	4.5	01/07(Sat.)	4.0	0ca6ec6d0e26d54d7d31ffc9dc4619eede9f1ed5	23	Evening
1.0	6.0	01/04(Wed.)	6.0	34b048d22beb7f4d11d9e00850ea34746c41255a	14	Afternoon
0.1	10.25	01/01(Sun.)	12.0	3847ae8b49127fb7a323ffe5fbadec7ca7d3b85a	3	Night
11.29	31.0	01/03(Tue.)	28.2333333333	3e0a9b56ad029c50ebbac9589c7fe09b96e3065a	14	Afternoon
4.5	17.25	01/01(Sun.)	24.0	0f45c00027dc8df1048d7296334287f6400e488e	2	Night
5.3	16.5	01/02(Mon.)	18.0	9c71ddbd802f9b6333965f7dcc6bbbdb59161011	18	Evening
0.8	5.25	01/03(Tue.)	3.0	5e9c84b5b097fa4158e0384bf4477870f07136d8	13	Afternoon
0.0	7.25	01/05(Thu.)	7.0	de859b57444958b7832c738f2f839710e5cfea74	22	Evening
0.9	7.25	01/01(Sun.)	9.0	5810e043f47bed44a3b2b7ccc96ca30078369c8d	4	Night
0.6	26.5	01/04(Wed.)	18.0	eee77bb8275427dccccfacc913779be318a4ff22	21	Evening
0.0	27.5	01/01(Sun.)	0.0	3a981b1004fb6d92b27b03700e82a5fa9ef3309e	22	Evening
2.5	10.0	01/04(Wed.)	12.0	ba202745d8b9d2d14520e03fefbb7c9d517284ab	18	Evening
0.62	5.0	01/01(Sun.)	3.0	1df8155d756cb23af971a4fa66dfb73097e65955	22	Evening
17.0	44.0	01/03(Tue.)	28.0	39b77cc72b93da5156d30def86fdf1ad3481deec	11	Morning
0.7	4.75	01/04(Wed.)	2.0	2db68c61be4bf348a317e4fe40b0cdb16008737f	2	Night
1.0	5.75	01/04(Wed.)	5.0	ddd425d113738bd8d9ef13323ed79363175fbc92	12	Afternoon
10.25	26.5	01/02(Mon.)	13.1	d9d4458d02cb749b060d5ec016f34eaa299ab400	0	Night
0.1	10.5	01/06(Fri.)	10.0	b98ed951d3aa7960cfdab07f16263e1e7ef45904	8	Morning
0.6	5.25	01/07(Sat.)	4.0	0b90f5685003e8ba8356d7ee994d2a9a3b28fdb6	3	Night
0.4	5.0	01/05(Thu.)	5.0	dd903d22087abdbddc90088c2b0e8f52c8ec156b	9	Morning
1.7	9.25	01/05(Thu.)	12.0	99fc319ed4772a9a996ec353894f1007e1d57d1c	15	Afternoon
18.8	45.5	01/06(Fri.)	22.0	ade525ea618718b01b2656c497f0b3bfe1e0df03	6	Morning
1.1	6.25	01/07(Sat.)	6.0	b7fa7f8e4dd288d4062bdc37ed93647ace09d4e8	17	Afternoon
3.14	11.75	01/05(Thu.)	12.0	f930f26f61a01a9f549c2c2f28fe1486eb7d5e88	22	Evening
1.9	7.75	01/07(Sat.)	6.0	8035fb321770a2e1c5dba7d8003bb167e8cd94e3	0	Night
17.8	47.25	01/05(Thu.)	57.0	7ad0f2c7de6e7d6bb9c5685c3297676b43f0beb5	18	Evening
2.9	11.0	01/05(Thu.)	13.0	3c99894b9ad23fa4f8ba2b1137e798f6fcc74539	18	Evening
0.1	14.5	01/04(Wed.)	22.0	2e0ed35fd99657eba93f15155e966a10862a2cb7	16	Afternoon
2.0	15.0	01/06(Fri.)	31.0	c201f1cc7d2ad4d03373438227492cc47aa9fc3c	18	Evening
1.1	6.75	01/04(Wed.)	7.0	bbfc24f56ff8dfd7a6e0476c7a4f4005829a4d73	21	Evening
0.0	7.0	01/06(Fri.)	7.0	14cb9dec0eeb62b8b6c64a1ec1634aa3fb5b4ea6	16	Afternoon
0.8	5.25	01/05(Thu.)	4.0	1282e1cdaea539b5904134c896f45b88903c2d84	15	Afternoon
3.2	11.25	01/03(Tue.)	12.0	61140c1d608065221cd491a44595ee8d2d3821e7	17	Afternoon
1.4	9.25	01/05(Thu.)	14.0	61e045cfa06d029bcc47aa921e31cc44c0562808	8	Morning
1.1	6.75	01/01(Sun.)	8.0	b2a225563b1168641da603befecbf64997759a3f	4	Night
0.0	6.5	01/07(Sat.)	5.0	3a09fd4848f5c3a0585956d749f3c44510a0ebca	2	Night
2.1	8.75	01/01(Sun.)	9.0	9b6ac2aefa057e4b90fd9c3588d792908e86c5d2	2	Night
0.0	10.0	01/06(Fri.)	0.0	05f1422316ff82e6714aa25ac8c50f3f977df5cd	15	Afternoon
2.1	9.5	01/03(Tue.)	12.0	16f1632c829faa369f7e9d26ef47dccc0c610053	11	Morning
0.7	7.5	01/06(Fri.)	12.0	eec16c6ada963b1d508d25934c983a7c44a80093	9	Morning
1.3	8.5	01/05(Thu.)	14.0	561a74185cb9a4b5b64e5292dfa6a9bc9e50bd15	18	Evening
25.0	60.0	01/03(Tue.)	28.0	25fb46d8dcec92ea5a73b63e5a7e0e0e3633ebc4	23	Evening
0.9	5.75	01/04(Wed.)	5.0	293e7b8c032b9cf2bf11187997c0d276f15658c9	11	Morning
0.3	4.75	01/06(Fri.)	3.0	e8b899315c2e06db8120d1a0d8ca632d54bd37b5	22	Evening
1.1	7.5	01/06(Fri.)	9.0	3ac27193fe3cbf009aded9823426b88a9d2b2e4b	23	Evening
0.8	5.5	01/05(Thu.)	5.0	0087cde0599c3f1d81d9e6e3461d6623585965b6	12	Afternoon
1.5	8.0	01/06(Fri.)	10.0	26d294e07c49adf761136de8896bffa556478327	10	Morning
1.8	8.25	01/04(Wed.)	8.0	31baf4c8ca2b57003b73fbad178280fb44aec64b	18	Evening
1.0	7.25	01/07(Sat.)	11.0	f0da9f2ae303be07be7330cc37c60542d7b05034	18	Evening
0.8	5.5	01/01(Sun.)	4.0	864fa9f12653be6344e766022303ed52d1a9bb05	3	Night
0.6	5.5	01/04(Wed.)	6.0	34d056cae427455e7e4cadda554c411732225b73	13	Afternoon
0.0	6.25	01/05(Thu.)	0.0	83ee6621b9eac57e6cfeaf25514e570cc8a8387e	17	Afternoon
3.6	13.25	01/03(Tue.)	16.0	3fbe7f85ff0b9293c30f6026d1af3bb4a9ce86fe	0	Night
4.0	12.75	01/02(Mon.)	10.0	a0dd411950e4fba95ad86a1350f22a45668a34f5	2	Night
1.21	7.0	01/02(Mon.)	6.95	cd89bd85c2c621b6a27c6a77fde40cc43f56ca46	20	Evening
1.7	9.0	01/06(Fri.)	13.0	56ef478c2e0080cd2709fa9cdfe4ed8ae5cbca35	19	Evening
1.9	8.75	01/05(Thu.)	10.0	1897d7eef83914c160db511837bfc40f66ffbeb3	11	Morning
0.5	4.75	01/05(Thu.)	3.21666666667	9a7d0f5c35cef7f7f32cbe44511381845e9118a5	7	Morning
3.6	14.25	01/06(Fri.)	22.0	4505ecf4c183a21b4e2241ba0d21ad5e2e26f0e7	20	Evening
2.2	9.5	01/06(Fri.)	10.0	e68f47ecd7243b85c7bdf4023b86420cf287622b	13	Afternoon
0.7	5.0	01/03(Tue.)	3.0	0feaed806ca95703d21c04b9084db795599b241b	16	Afternoon
0.0	3.25	01/02(Mon.)	0.0	852e3387f20bd384a9e675c108a50be26f0158b6	13	Afternoon
0.0	7.0	01/04(Wed.)	8.0	0666967697afb3bf97e36c0ddf1673cf4501fccd	14	Afternoon
17.6	45.75	01/04(Wed.)	26.0	0a26b69326b56d0b4a68a97b69918bc48e90da93	11	Morning
1.3	9.0	01/05(Thu.)	12.0	18ab96e104703c0a41efde14ad1bcb80746a9c28	18	Evening
1.78	8.25	01/05(Thu.)	9.0	30dfd5d499a8ae552a8144bed74acf8b71882b96	12	Afternoon
0.9	6.0	01/05(Thu.)	5.0	389cf38b776ce222d1ee8c767fede02d1712f85b	8	Morning
3.9	13.0	01/05(Thu.)	12.0	be4913923ccf4995607ec074e21ac637fc9d7006	19	Evening
0.0	6.25	01/04(Wed.)	6.0	a38cf813045f68edcda48f21a5a0a462bbe2ec3d	18	Evening
0.0	45.0	01/05(Thu.)	31.0	62fa7f763488be94097c8c8c630fb9e416b862b9	14	Afternoon
1.32	7.0	01/06(Fri.)	7.0	3dfe3c69c7e9627ded695222d72da7033f5d836c	14	Afternoon
1.1	6.25	01/01(Sun.)	6.0	5df5b58dc8c8cb6bc02e4162af5eb14dc8377c9e	12	Afternoon
0.0	6.25	01/05(Thu.)	5.0	393938e79de4c6f02a87cd608dc41c5027065f6c	12	Afternoon
1.1	7.5	01/07(Sat.)	10.0	5d04affbd2f94ffa360065d0284b4ba434edb203	17	Afternoon
1.8	7.75	01/04(Wed.)	8.0	57d0f9cf6cc88be248c44d3a32ae52ded5892d7f	11	Morning
0.7	5.5	01/07(Sat.)	5.0	be6acc2333938e292d698f79b76e0aaa3a9b8542	16	Afternoon
0.0	7.0	01/06(Fri.)	7.0	02fdf6e7d5b283bf5152962fb00fff8af0589a81	15	Afternoon
39.6	93.5	01/03(Tue.)	38.0	c559e61601f027c05b33608f0529a0074fb0b8ea	8	Morning
1.6	7.0	01/07(Sat.)	7.0	ae3de7178d4964dc25a2cf4d351daf1d7919c8f0	2	Night
0.9	6.25	01/04(Wed.)	7.0	5e48a6b46eb5aa4dbc234bc280531f4651a566c0	11	Morning
0.61	5.0	01/01(Sun.)	4.416667	95089a4fda14882ab5d7a362df986f0474c1ff16	17	Afternoon
0.7	5.5	01/06(Fri.)	6.0	6b5a87fe7ca3151b7c8871d26f78e7d4f2943436	14	Afternoon
0.79	5.75	01/05(Thu.)	5.35	bafa1bcae6e706a0577f80ce22a27079de9a2427	13	Afternoon
0.0	5.5	01/05(Thu.)	6.0	1a01d4cab413563fbb1f0ae5c1004e59d3b7e356	16	Afternoon
1.34	8.75	01/06(Fri.)	14.05	501cc5539489d3f53516902f105c3969fc534394	9	Morning
1.0	6.0	01/01(Sun.)	5.0	72c900a2d3eb9d9c30af44ea736b6a5321638caa	11	Morning
0.0	15.75	01/06(Fri.)	0.0	95c8380707cf2dc141bd1b70f9c1151d86196595	17	Afternoon
17.6	43.25	01/04(Wed.)	23.0	3c0589871e32c9e4a399e48bee40e1e248702cd7	0	Night
4.0	13.0	01/01(Sun.)	10.0	360f1901f68794f2fecec2beeca5cc4cb2391610	11	Morning
3.5	12.25	01/07(Sat.)	14.0	226cfc4c42676c22bfd1f9e88ba02f6d8df95383	21	Evening
0.9	6.5	01/04(Wed.)	8.0	5762a7931ef41cbf9732814cc9d0917d409ca251	12	Afternoon
2.3	9.0	01/07(Sat.)	9.0	e4028b98dde0b251f7021c91407d8ca774637db4	21	Evening
0.0	11.25	01/01(Sun.)	20.0	102bc032a28b159e6cc229fca5c034129e47529a	2	Night
0.5	6.5	01/05(Thu.)	10.0	419ecf4ff7664e208b97b3d3e3b6b1ca1f9036eb	16	Afternoon
0.0	7.25	01/05(Thu.)	10.0	f772c91b851c49f2d71aa2189a9df5b8811bab24	19	Evening
2.0	6.0	01/05(Thu.)	6.0	8c11933d446a0b011782dd96da7800bb9d5311f6	8	Morning
0.0	5.25	01/04(Wed.)	4.0	2aaabf901933251862e27460d0096d3e255320a4	11	Morning
0.7	6.0	01/06(Fri.)	7.0	c8c863a17443391321d7cf3653ecc912b9999563	13	Afternoon
0.0	10.5	01/05(Thu.)	13.0	92b6ce40141be54bef32c9707b78dbdc747c2bb0	18	Evening
0.0	5.75	01/02(Mon.)	6.0	bedc172d1116bbe55f5464d75e387b63033f11e4	20	Evening
4.96	16.0	01/01(Sun.)	16.41667	3ac6897d84af94de3e47a6250019419de5778478	18	Evening
0.0	4.25	01/05(Thu.)	2.0	a941ee3c64cf63cd68d7d6a85208816e477db94b	17	Afternoon
0.8	6.0	01/05(Thu.)	7.0	4dddefba42bca25768648c7b61560abc733e9f9c	21	Evening
0.4	4.25	01/07(Sat.)	2.0	0528c87cc8ba44c773aa0c9a58eed4c29b1c1884	17	Afternoon
0.8	5.75	01/04(Wed.)	6.0	2cd6fd212b50e0facb75d4e3e774344634d17587	14	Afternoon
1.2	7.0	01/04(Wed.)	8.0	5ca0fc90265b198d0d7d4b251f83acf4ee5547e9	7	Morning
0.0	4.25	01/06(Fri.)	3.0	30fec0d16de7e4b7de9d382dc8bc96c3add64e96	17	Afternoon
18.4	45.75	01/05(Thu.)	27.0	b67f5596dd1ae97b93b132066102bbc9e1911663	21	Evening
6.4	17.5	01/06(Fri.)	10.0	03e9279e50c719b3433eea8c35f25ffd815aee21	19	Evening
0.4	22.0	01/06(Fri.)	22.0	64a8efeb15b00cecfb5aad062a2f54528c35180d	18	Evening
1.8	8.5	01/03(Tue.)	9.0	1d5eba03ed5795a2e08160d12dddff6e51735fbb	12	Afternoon
1.2	6.5	01/03(Tue.)	5.0	1366e4f7d016dbf3e05b38820f4fbe5329f2aea9	11	Morning
0.8	5.75	01/05(Thu.)	5.0	fef585d0a5095598e264d6be4cb3977abf5d8404	0	Night
0.4	4.0	01/06(Fri.)	2.0	f18f3e578330139e764dfd615cfba975f0410a26	21	Evening
0.9	6.75	01/06(Fri.)	8.0	bd98f4bf7b91ccd3f1354cc3df12bd45399e52b7	17	Afternoon
1.3	6.75	01/01(Sun.)	6.0	e91f20aa8ce03e8eb46483c5273e91fc82449f32	3	Night
0.5	4.75	01/06(Fri.)	4.0	4201b4a7c9e907b3ae6330b88e5369184f84304e	18	Evening
0.3	4.25	01/04(Wed.)	2.0	ce7e19eb85f8fcde17c6824d2d7c234aa070e6f7	12	Afternoon
2.7	9.75	01/07(Sat.)	9.0	64cb3dce75280d9514bdd3c3d55b513167853b8b	5	Night
0.0	5.75	01/03(Tue.)	7.0	e8596eba64423f9bc19460fca02dd0c7fab5c6b0	11	Morning
1.5	6.5	01/06(Fri.)	6.0	d9f545e1837e77c58f3eccd93ae4aa9ba53e3775	13	Afternoon
0.6	4.75	01/01(Sun.)	3.0	0cf5fab02873569d8377eabc25d10b986c3e3637	3	Night
0.21	3.75	01/02(Mon.)	1.866667	8a8a02d235f58e8ad1ab834c918b846d9fc0eda7	1	Night
0.9	6.25	01/05(Thu.)	6.0	f9cfe0da4035c58779506dd3b10830d3469984c2	15	Afternoon
3.1	15.0	01/05(Thu.)	27.0	a24d7e49c6fa26071bdc42bd6d0c7659b646f859	17	Afternoon
1.9	9.25	01/05(Thu.)	11.0	e67bbd7195dbea0f3ccc629700a90c23330288e8	14	Afternoon
17.4	43.5	01/04(Wed.)	30.0	d837c7988c782c4c8a7328e06e8d5a01b884fc40	11	Morning
0.4	4.5	01/06(Fri.)	3.0	9e2a21a25bfcb4011f9ca79bd139a3bf5a7b1114	18	Evening
0.69	5.25	01/06(Fri.)	4.41666666667	4bffbcfcaabf7d8404beb721cf2f0f2eb368a9e2	17	Afternoon
0.0	3.5	01/05(Thu.)	1.0	2b5b156ffceee59f40d9ee4cc8a38ca666fa98d4	16	Afternoon
4.9	15.25	01/05(Thu.)	11.0	a6ae7d49283d3a2e8394dba7441b1379d4fbf8c7	23	Evening
6.4	18.25	01/06(Fri.)	13.0	c56cefd08dcf7dd6385edfb9fe04eaf8f854e041	10	Morning
0.8	5.5	01/03(Tue.)	4.0	89ebebe3637cab01271b6ff57899c3834295ab39	18	Evening
0.8	5.5	01/04(Wed.)	4.0	e482a85426fa5af2d5ca1cd47b90074b7e85be41	15	Afternoon
1.1	5.75	01/04(Wed.)	4.0	f6ef37a6b2d26aa226c87ed07c6edebb0df2fe9f	22	Evening
14.2	38.75	01/04(Wed.)	46.0	7277a55182fa602d88dd01ac5857ca232bd2fc35	17	Afternoon
0.3	4.25	01/04(Wed.)	3.0	01671c95c0affc96ffb30e54bd6c48bccdec03a0	16	Afternoon
1.1	6.0	01/06(Fri.)	4.0	c68adfd6feb485f75bfa06ea7e7d2c75063429fb	9	Morning
0.0	8.0	01/06(Fri.)	11.0	368b27ba7f2612f0825ced928afaa4363d24c89a	12	Afternoon
0.5	5.25	01/04(Wed.)	4.0	650a551494a859f011b726393b32515a703297c1	12	Afternoon
0.3	17.5	01/07(Sat.)	15.0	db41e3d12aadbfd5eec19f1fd09ff079c049fa2a	4	Night
1.3	7.25	01/07(Sat.)	7.0	5323f810f52ac01734ad64e5782dd8b952c53eac	12	Afternoon
0.8	5.25	01/05(Thu.)	3.0	c6ddf07c0222472659e36755a8b84ae91672416f	7	Morning
0.7	5.0	01/06(Fri.)	3.0	397960f6eb8bbe9632b9f634a8b32b926fdeb4bd	22	Evening
16.7	42.25	01/03(Tue.)	25.0	a1e793139632b04b830b24f245f0a911f65fea46	12	Afternoon
1.1	8.25	01/03(Tue.)	12.0	48b327b2a52200809defdb29880c2aa7fb268569	20	Evening
22.2	54.25	01/01(Sun.)	36.0	d51a16a973c523f63bf381db4789b2faf6e7fc1b	20	Evening
0.0	3.25	01/04(Wed.)	0.0	6ac4ca24151b1523e8d2adaa9de3dfa5d414841a	7	Morning
3.5	12.0	01/07(Sat.)	11.0	78900212bd4cf35e3711cd21cdac1869bddc04a1	13	Afternoon
0.0	6.5	01/04(Wed.)	10.0	3e6caf64faab4f451a27e78723d152204181892f	13	Afternoon
1.5	7.5	01/06(Fri.)	8.0	de072c31346c73b91eab7eb8c82504977124a99e	22	Evening
